Latitude,Longitude,Elevation
41.71436000,-87.9530500,220.0
41.71441000,-87.9530500,220.0
41.71447000,-87.9530700,220.0
41.71452000,-87.9531000,220.0
41.71456000,-87.9531200,220.0
41.71460000,-87.9531600,220.0
41.71468000,-87.9532400,220.0
41.71477000,-87.9533300,221.0
41.71489000,-87.9533900,221.0
41.71496000,-87.9534100,221.0
41.71526000,-87.9534300,221.0
41.71554000,-87.9534500,221.0
41.71574000,-87.9534800,220.0
41.71581000,-87.9535200,219.0
41.71586000,-87.9535800,219.0
41.71589000,-87.9536700,219.0
41.71590000,-87.9537900,219.0
41.71590000,-87.9539200,219.0
41.71589000,-87.9556500,218.0
41.71588000,-87.9568900,217.0
41.71588000,-87.9570300,216.0
41.71588000,-87.9571900,215.0
41.71587000,-87.9572900,215.0
41.71586000,-87.9573700,215.0
41.71584000,-87.9574900,215.0
41.71581000,-87.9576100,214.0
41.71580000,-87.9576700,214.0
41.71580000,-87.9577300,214.0
41.71581000,-87.9577600,214.0
41.71584000,-87.9578400,215.0
41.71589000,-87.9578800,215.0
41.71602000,-87.9579300,216.0
41.71618000,-87.9579600,217.0
41.71769000,-87.9580000,220.0
41.71809000,-87.9580200,222.0
41.71874000,-87.9581300,222.0
41.71900000,-87.9581000,223.0
41.71919000,-87.9581200,223.0
41.71927000,-87.9582000,223.0
41.71932000,-87.9583600,223.0
41.71937000,-87.9585100,224.0
41.71940000,-87.9586400,224.0
41.71941000,-87.9587700,224.0
41.71939000,-87.9588600,224.0
41.71933000,-87.9590100,224.0
41.71929000,-87.9591600,224.0
41.71921000,-87.9593100,224.0
41.71911000,-87.9594700,225.0
41.71903000,-87.9596300,225.0
41.71900000,-87.9597900,224.0
41.71898000,-87.9599700,224.0
41.71901000,-87.9600500,223.0
41.71906000,-87.9600900,223.0
41.71917000,-87.9601200,224.0
41.71949000,-87.9601300,225.0
41.72039000,-87.9601600,221.0
41.72099000,-87.9602200,219.0
41.72151000,-87.9602900,218.0
41.72162000,-87.9603000,219.0
41.72169000,-87.9603000,220.0
41.72176000,-87.9603000,221.0
41.72179000,-87.9603000,221.0
41.72181000,-87.9603200,221.0
41.72183000,-87.9603500,222.0
41.72184000,-87.9604000,222.0
41.72188000,-87.9605400,222.0
41.72191000,-87.9607200,222.0
41.72190000,-87.9609000,221.0
41.72190000,-87.9610600,221.0
41.72190000,-87.9612400,221.0
41.72190000,-87.9613700,220.0
41.72192000,-87.9614300,220.0
41.72195000,-87.9615200,221.0
41.72196000,-87.9616400,221.0
41.72194000,-87.9617700,220.0
41.72191000,-87.9618700,219.0
41.72185000,-87.9619900,219.0
41.72178000,-87.9621900,218.0
41.72173000,-87.9622600,218.0
41.72166000,-87.9622700,218.0
41.72156000,-87.9622500,219.0
41.72143000,-87.9622500,220.0
41.72129000,-87.9622600,220.0
41.72122000,-87.9623000,220.0
41.72114000,-87.9623900,219.0
41.72108000,-87.9625100,219.0
41.72102000,-87.9626600,219.0
41.72098000,-87.9627800,219.0
41.72096000,-87.9628800,219.0
41.72094000,-87.9629800,219.0
41.72094000,-87.9643000,216.0
41.72096000,-87.9646600,215.0
41.72097000,-87.9651500,216.0
41.72099000,-87.9653800,217.0
41.72102000,-87.9654500,217.0
41.72109000,-87.9654900,216.0
41.72117000,-87.9655000,216.0
41.72163000,-87.9655200,215.0
41.72174000,-87.9655500,214.0
41.72178000,-87.9656000,214.0
41.72181000,-87.9656900,213.0
41.72182000,-87.9658000,213.0
41.72181000,-87.9660200,213.0
41.72178000,-87.9663600,214.0
41.72179000,-87.9665400,216.0
41.72197000,-87.9668100,219.0
41.72215000,-87.9670300,220.0
41.72235000,-87.9672800,219.0
41.72244000,-87.9673600,219.0
41.72258000,-87.9674200,218.0
41.72272000,-87.9674700,218.0
41.72281000,-87.9674700,218.0
41.72301000,-87.9674900,218.0
41.72329000,-87.9675100,219.0
41.72343000,-87.9675200,220.0
41.72349000,-87.9675200,220.0
41.72385000,-87.9675600,220.0
41.72420000,-87.9676600,219.0
41.72456000,-87.9677200,218.0
41.72461000,-87.9677400,218.0
41.72482000,-87.9678100,217.0
41.72501000,-87.9678500,216.0
41.72522000,-87.9679000,215.0
41.72538000,-87.9679100,214.0
41.72551000,-87.9679200,214.0
41.72555000,-87.9679300,214.0
41.72558000,-87.9679600,214.0
41.72559000,-87.9679900,214.0
41.72560000,-87.9680400,214.0
41.72558000,-87.9681100,215.0
41.72554000,-87.9681500,215.0
41.72542000,-87.9682400,215.0
41.72518000,-87.9683600,214.0
41.72509000,-87.9684500,214.0
41.72505000,-87.9686100,214.0
41.72494000,-87.9690600,213.0
41.72493000,-87.9691900,213.0
41.72491000,-87.9694600,213.0
41.72486000,-87.9696700,212.0
41.72482000,-87.9698100,212.0
41.72476000,-87.9699700,212.0
41.72465000,-87.9701200,211.0
41.72446000,-87.9703100,210.0
41.72444000,-87.9703300,210.0
41.72442000,-87.9703300,210.0
41.72438000,-87.9703400,210.0
41.72431000,-87.9703300,211.0
41.72426000,-87.9703300,211.0
41.72417000,-87.9703300,211.0
41.72410000,-87.9703400,211.0
41.72404000,-87.9703600,210.0
41.72397000,-87.9703900,210.0
41.72383000,-87.9704700,208.0
41.72381000,-87.9704800,208.0
41.72367000,-87.9705500,208.0
41.72359000,-87.9706000,207.0
41.72355000,-87.9706200,207.0
41.72351000,-87.9706600,207.0
41.72348000,-87.9707000,206.0
41.72346000,-87.9707300,206.0
41.72346000,-87.9707700,206.0
41.72349000,-87.9708000,205.0
41.72372000,-87.9709100,205.0
41.72383000,-87.9709600,205.0
41.72379000,-87.9710700,205.0
41.72375000,-87.9711700,206.0
41.72375000,-87.9712100,206.0
41.72375000,-87.9712500,207.0
41.72376000,-87.9713100,207.0
41.72381000,-87.9714700,208.0
41.72382000,-87.9715300,209.0
41.72381000,-87.9716100,209.0
41.72381000,-87.9717100,210.0
41.72382000,-87.9718100,210.0
41.72383000,-87.9719100,211.0
41.72388000,-87.9722400,213.0
41.72393000,-87.9725200,214.0
41.72401000,-87.9728200,213.0
41.72404000,-87.9729600,212.0
41.72406000,-87.9730500,212.0
41.72408000,-87.9731200,212.0
41.72407000,-87.9731900,211.0
41.72398000,-87.9735000,209.0
41.72396000,-87.9736500,208.0
41.72397000,-87.9737100,208.0
41.72398000,-87.9737700,207.0
41.72401000,-87.9738200,207.0
41.72405000,-87.9738600,207.0
41.72411000,-87.9739000,208.0
41.72421000,-87.9739900,209.0
41.72429000,-87.9740700,209.0
41.72434000,-87.9741200,210.0
41.72439000,-87.9741800,210.0
41.72443000,-87.9742300,210.0
41.72446000,-87.9742600,211.0
41.72450000,-87.9742900,211.0
41.72455000,-87.9743100,211.0
41.72457000,-87.9742400,211.0
41.72459000,-87.9741800,211.0
41.72465000,-87.9740900,211.0
41.72481000,-87.9739300,212.0
41.72483000,-87.9738800,211.0
41.72484000,-87.9738200,211.0
41.72485000,-87.9737500,211.0
41.72486000,-87.9736900,211.0
41.72488000,-87.9736400,211.0
41.72491000,-87.9736300,211.0
41.72508000,-87.9736800,211.0
