Latitude,Longitude,Elevation
41.71060000,-87.9554300,214.0
41.71066000,-87.9554100,214.0
41.71070000,-87.9553700,215.0
41.71075000,-87.9553200,215.0
41.71086000,-87.9551400,216.0
41.71091000,-87.9550900,216.0
41.71096000,-87.9550600,216.0
41.71105000,-87.9550100,216.0
41.71110000,-87.9550000,216.0
41.71118000,-87.9550000,217.0
41.71125000,-87.9550000,217.0
41.71131000,-87.9550000,217.0
41.71135000,-87.9549700,217.0
41.71139000,-87.9549400,217.0
41.71142000,-87.9549000,217.0
41.71144000,-87.9548300,217.0
41.71145000,-87.9547300,217.0
41.71145000,-87.9546700,217.0
41.71143000,-87.9544400,217.0
41.71140000,-87.9539700,216.0
41.71138000,-87.9536400,215.0
41.71138000,-87.9535600,214.0
41.71139000,-87.9534900,213.0
41.71142000,-87.9534300,213.0
41.71145000,-87.9534000,213.0
41.71149000,-87.9533700,213.0
41.71154000,-87.9533500,213.0
41.71159000,-87.9533300,214.0
41.71166000,-87.9533200,214.0
41.71175000,-87.9533200,215.0
41.71185000,-87.9533100,216.0
41.71194000,-87.9533100,217.0
41.71201000,-87.9533000,217.0
41.71208000,-87.9532800,217.0
41.71213000,-87.9532400,217.0
41.71223000,-87.9531200,216.0
41.71227000,-87.9530800,216.0
41.71231000,-87.9530300,216.0
41.71236000,-87.9530100,216.0
41.71240000,-87.9530100,216.0
41.71246000,-87.9530000,216.0
41.71264000,-87.9530100,216.0
41.71285000,-87.9530100,217.0
41.71304000,-87.9530100,219.0
41.71310000,-87.9530100,220.0
41.71341000,-87.9530300,223.0
41.71361000,-87.9530300,223.0
41.71374000,-87.9530300,223.0
41.71389000,-87.9530400,222.0
41.71403000,-87.9530400,221.0
41.71431000,-87.9530400,220.0
